entryDate,no2_conc,o3_conc,pm25_conc,pm10_conc,temp,RH,dewpoint,SiteName
4/20/21 20:00,0.42,35.23,2.58,8.86,10.21,63.3,3.5,Hines_RecordCrossing
4/20/21 20:00,10.62,37.06,0.43,5.48,10,41.4,-2.5,Inwood_UTSW
4/20/21 21:00,1.12,44.65,16.18,52.51,8.32,52.3,-0.9,Hines_MedicalDistrictDrive
4/20/21 21:00,0.79,33.37,2.3,7.37,9.18,67.1,3.4,Hines_RecordCrossing
4/20/21 21:00,10.63,34.94,0.34,5.11,8.91,44.7,-2.5,Inwood_UTSW
4/20/21 22:00,0,44.35,15.3,50.48,7.45,54.5,-1.1,Hines_MedicalDistrictDrive
4/20/21 22:00,0.29,32.92,1.99,4,8.32,69.5,3.1,Hines_RecordCrossing
4/20/21 22:00,10.8,33.88,0.12,4,8.09,46.5,-2.7,Inwood_UTSW
4/20/21 23:00,0,42,16.05,50.51,6.79,57.5,-1,Hines_MedicalDistrictDrive
4/20/21 23:00,0.19,31.79,2.12,3.86,7.79,72.9,3.2,Hines_RecordCrossing
4/20/21 23:00,10.94,32.19,0.5,4.3,7.38,50.2,-2.3,Inwood_UTSW
4/21/21 0:00,0,39.82,16.09,51.06,6.47,57.1,-1.4,Hines_MedicalDistrictDrive
4/21/21 0:00,0,30.88,2.02,2.64,7.5,73,3,Hines_RecordCrossing
4/21/21 0:00,11.4,30.62,0.55,4.18,7.08,50.3,-2.6,Inwood_UTSW
4/21/21 1:00,0,40.49,15.01,48.89,6.08,56.3,-2,Hines_MedicalDistrictDrive
4/21/21 1:00,0.15,30.57,2.03,2.75,7.4,70.5,2.4,Hines_RecordCrossing
4/21/21 1:00,11.72,30.72,0.4,4.06,6.88,48.2,-3.3,Inwood_UTSW
4/21/21 2:00,0,42.78,14.58,48.45,5.5,59.5,-1.8,Hines_MedicalDistrictDrive
4/21/21 2:00,0,32.86,1.68,1.69,6.9,73.8,2.5,Hines_RecordCrossing
4/21/21 2:00,10.27,32.95,0.25,3.66,6.36,51.5,-2.9,Inwood_UTSW
4/21/21 3:00,0,41.02,15.1,48.45,5.38,60.1,-1.8,Hines_MedicalDistrictDrive
4/21/21 3:00,0,31.64,1.93,1.52,6.6,75.5,2.6,Hines_RecordCrossing
4/21/21 3:00,10.26,32.3,0.48,3.66,6.17,52.5,-2.8,Inwood_UTSW
4/21/21 4:00,0,41.74,16.36,49.23,5.18,59.8,-2,Hines_MedicalDistrictDrive
4/21/21 4:00,0.45,28.46,2.92,3.36,6.2,78.2,2.7,Hines_RecordCrossing
4/21/21 4:00,13.95,27.54,1.1,4.98,5.76,54.1,-2.8,Inwood_UTSW
4/21/21 5:00,0,41.95,18.45,51.05,5.18,60.4,-1.9,Hines_MedicalDistrictDrive
4/21/21 5:00,3.13,26.74,4.51,7.98,6.2,78.3,2.7,Hines_RecordCrossing
4/21/21 5:00,14.71,26.68,1.86,6.13,5.39,56,-2.7,Inwood_UTSW
4/21/21 6:00,0.2,35.56,22.15,54.67,4.98,61.2,-1.9,Hines_MedicalDistrictDrive
4/21/21 6:00,2.9,25.4,5.63,9.94,5.98,81,3,Hines_RecordCrossing
4/21/21 6:00,18.8,21.49,2.9,8.06,5.38,56.8,-2.5,Inwood_UTSW
4/21/21 7:00,1.99,30.19,26.7,56.73,4.97,61.3,-1.9,Hines_MedicalDistrictDrive
4/21/21 7:00,10.34,19.82,7.91,15.49,6.1,80.1,2.9,Hines_RecordCrossing
4/21/21 7:00,23.16,17.58,4.73,10.03,5.53,56.6,-2.4,Inwood_UTSW
4/21/21 8:00,1.17,31.52,27.55,57.4,9.51,50.2,-0.4,Hines_MedicalDistrictDrive
4/21/21 8:00,13.94,20.85,8.75,17.94,8.17,71.9,3.4,Hines_RecordCrossing
4/21/21 8:00,21.72,20.83,4.92,10.52,7.67,49.5,-2.3,Inwood_UTSW
4/21/21 9:00,0.89,37.6,24.3,56.27,9.7,45.5,-1.5,Hines_MedicalDistrictDrive
4/21/21 9:00,7.66,26.84,7.7,14.48,10.32,59.7,2.8,Hines_RecordCrossing
4/21/21 9:00,20.33,24.43,4.1,9.02,10.66,37,-3.5,Inwood_UTSW
4/21/21 10:00,0.27,42.08,21.88,55.6,11.29,39,-2.2,Hines_MedicalDistrictDrive
4/21/21 10:00,10.2,31.1,5.71,12.98,12.85,49.8,2.6,Hines_RecordCrossing
4/21/21 10:00,17.68,30.72,2.22,6.74,12.34,30.1,-4.7,Inwood_UTSW
4/21/21 11:00,0,47.21,17.74,52.83,13.42,31.3,-3.2,Hines_MedicalDistrictDrive
4/21/21 11:00,10.16,33.85,4.38,10.66,13.88,44.1,1.9,Hines_RecordCrossing
4/21/21 11:00,16.46,33.1,1.66,5.92,14.1,25.1,-5.6,Inwood_UTSW
4/21/21 12:00,0.07,50.31,16.33,50.8,14.8,28.5,-3.3,Hines_MedicalDistrictDrive
4/21/21 12:00,10.88,36.26,3.3,8.33,15.28,39.4,1.5,Hines_RecordCrossing
4/21/21 12:00,16.25,35.92,0.83,5.13,15.08,20.9,-7.2,Inwood_UTSW
4/21/21 13:00,0,54.55,15.39,49.59,16.96,26.4,-2.5,Hines_MedicalDistrictDrive
4/21/21 13:00,14.17,39.22,2.93,4.99,17.8,38.2,3.4,Hines_RecordCrossing
4/21/21 13:00,13.16,41.78,0.53,4.1,17.4,18.6,-6.7,Inwood_UTSW
4/21/21 14:00,0.09,57.66,17.07,50.23,19.11,24.7,-1.6,Hines_MedicalDistrictDrive
4/21/21 14:00,12.65,41.22,3.37,5.94,17.65,37.7,3,Hines_RecordCrossing
4/21/21 14:00,13.09,43.75,1.1,4.57,20.25,17.9,-4.9,Inwood_UTSW
4/21/21 15:00,0.12,59.7,15.05,48.52,17.55,26.8,-1.8,Hines_MedicalDistrictDrive
4/21/21 15:00,12.22,41.76,2.85,5.37,18.17,36.7,3.1,Hines_RecordCrossing
4/21/21 15:00,11.06,46.6,0.79,4.06,18.24,20.1,-5.1,Inwood_UTSW
4/21/21 16:00,0.01,59.96,17.17,50.56,18.05,27.3,-1.1,Hines_MedicalDistrictDrive
4/21/21 16:00,10.85,41.33,4.27,9.9,19.34,38.7,4.9,Hines_RecordCrossing
4/21/21 16:00,11.99,45.37,1.37,5,18.1,20.3,-5,Inwood_UTSW
4/21/21 17:00,0.39,57.96,16.79,51.2,17.84,27.7,-1.1,Hines_MedicalDistrictDrive
4/21/21 17:00,8.74,39.83,4.06,8.78,18.56,39.2,4.4,Hines_RecordCrossing
4/21/21 17:00,10.63,47.03,1.1,5.16,17.98,21.2,-4.6,Inwood_UTSW
4/21/21 18:00,1.39,56.91,16.03,50.83,16.69,29.5,-1.2,Hines_MedicalDistrictDrive
4/21/21 18:00,7.95,40.42,5.39,11.29,17.49,42,4.4,Hines_RecordCrossing
4/21/21 18:00,11.98,44.93,1.09,4.99,16.74,24.4,-3.8,Inwood_UTSW
4/21/21 19:00,0,58.57,16.32,51.52,16.94,30.7,-0.5,Hines_MedicalDistrictDrive
4/21/21 19:00,5.38,40.6,3.11,7,16.41,43.2,3.9,Hines_RecordCrossing
4/21/21 19:00,10.44,46.37,0.88,4.86,16.49,24.1,-4.1,Inwood_UTSW
4/21/21 20:00,0.03,56.95,13.83,50.09,15.25,33.9,-0.6,Hines_MedicalDistrictDrive
4/21/21 20:00,3.33,41.04,2.19,4.83,15.5,45.7,3.8,Hines_RecordCrossing
4/21/21 20:00,10.48,45.1,0.16,4.09,15.11,26.7,-3.9,Inwood_UTSW
4/22/21 8:00,4.85,32.38,20.49,57.15,13.12,44.2,1.2,Hines_MedicalDistrictDrive
4/22/21 8:00,12.06,18.94,5.62,17.5,13.72,57.3,5.4,Hines_RecordCrossing
4/22/21 8:00,27.27,18.98,2.6,8.11,12.92,37.9,-1.1,Inwood_UTSW
4/22/21 9:00,18.85,20.43,22.89,63.09,13.2,43.9,1.2,Hines_MedicalDistrictDrive
4/22/21 9:00,16.96,12.43,6.16,21.62,13.89,55.8,5.2,Hines_RecordCrossing
4/22/21 9:00,38.95,5.35,3.77,13.12,13.85,36.3,-0.9,Inwood_UTSW
4/22/21 10:00,10.2,29.57,20.84,59.16,12.96,44.8,1.2,Hines_MedicalDistrictDrive
4/22/21 10:00,13.6,18.69,7.49,34.89,13.62,57.4,5.4,Hines_RecordCrossing
4/22/21 10:00,30.53,16.47,2.77,9.13,13.41,37.2,-0.9,Inwood_UTSW
4/22/21 14:00,3.11,49.41,15.54,52.36,18.74,36,3.3,Hines_MedicalDistrictDrive
4/22/21 14:00,0.37,36.81,3.94,12.77,19.35,46.6,7.6,Hines_RecordCrossing
4/22/21 15:00,0.57,53.47,18.34,54.96,18.97,36.3,3.7,Hines_MedicalDistrictDrive
4/22/21 15:00,0.14,37.97,5.45,13.69,18.5,48.8,7.5,Hines_RecordCrossing
4/22/21 16:00,0.7,51.48,18.56,54.6,18.54,37.4,3.7,Hines_MedicalDistrictDrive
4/22/21 16:00,0.47,38.1,5.79,13.65,18.7,49.9,8,Hines_RecordCrossing
4/22/21 17:00,1.89,46.52,21.99,58.08,18.19,38.7,3.9,Hines_MedicalDistrictDrive
4/22/21 17:00,0.69,35.21,6.52,15.59,18.27,51.4,8.1,Hines_RecordCrossing
4/22/21 18:00,1.24,45.75,26.98,60.56,18.16,41.7,4.9,Hines_MedicalDistrictDrive
4/22/21 18:00,2.5,31.72,9.01,22.6,18.23,54.3,8.9,Hines_RecordCrossing
4/22/21 19:00,0.44,46.34,27.18,60.29,17.42,48.1,6.3,Hines_MedicalDistrictDrive
4/22/21 19:00,0.17,35.55,9.95,21.82,17.8,60.8,10.1,Hines_RecordCrossing
4/22/21 20:00,0,46.78,27.03,61.15,17.16,50.3,6.7,Hines_MedicalDistrictDrive
4/22/21 20:00,0.04,35,8.72,19,17.42,63.9,10.5,Hines_RecordCrossing
4/22/21 21:00,0.06,47.62,29.98,61.66,16.89,53.6,7.4,Hines_MedicalDistrictDrive
4/22/21 21:00,0.33,33.7,10.77,23.9,17.1,67.6,11.1,Hines_RecordCrossing
4/22/21 22:00,0,46.4,36.29,65.28,17.13,52.8,7.4,Hines_MedicalDistrictDrive
4/22/21 22:00,0.22,32.82,12.77,24.3,17.39,67,11.2,Hines_RecordCrossing
4/22/21 23:00,0,45.46,48.03,70.52,17.22,50.6,6.9,Hines_MedicalDistrictDrive
4/22/21 23:00,0.2,32.08,19.44,33.51,17.47,63.2,10.4,Hines_RecordCrossing
4/23/21 0:00,0.12,44.44,58.07,75.62,17.11,50.1,6.6,Hines_MedicalDistrictDrive
4/23/21 0:00,0.03,33.32,24.02,39.78,17.5,62.9,10.3,Hines_RecordCrossing
4/23/21 1:00,0.78,42.93,74.2,85.35,16.78,52.6,7,Hines_MedicalDistrictDrive
4/23/21 1:00,0,31.82,32.52,54.54,17.18,66.1,10.8,Hines_RecordCrossing
4/23/21 2:00,0.01,40.93,63.96,78.7,16.46,61,8.9,Hines_MedicalDistrictDrive
4/23/21 2:00,0.02,30.67,28.35,47.15,16.99,74.1,12.3,Hines_RecordCrossing
4/23/21 3:00,0,41.02,54.6,73.83,16.13,62.8,9,Hines_MedicalDistrictDrive
4/23/21 3:00,0,30.48,22.61,38.4,16.8,76.8,12.7,Hines_RecordCrossing
4/23/21 4:00,0,38.27,55.43,76.16,16.24,71.3,11,Hines_MedicalDistrictDrive
4/23/21 4:00,0,27.79,20.7,35.6,16.8,85.6,14.4,Hines_RecordCrossing
4/23/21 5:00,0.05,38.17,49.22,71.88,16.13,76.8,12.1,Hines_MedicalDistrictDrive
4/23/21 5:00,0,27,16.77,28.81,16.8,91,15.3,Hines_RecordCrossing
4/23/21 6:00,0.18,30.93,49.82,75.81,16.55,81.9,13.4,Hines_MedicalDistrictDrive
4/23/21 6:00,0.92,24.14,15.33,28.05,16.9,95.1,16.1,Hines_RecordCrossing
4/23/21 7:00,0.47,31.5,53.76,83.86,16.57,83.5,13.8,Hines_MedicalDistrictDrive
4/23/21 7:00,3.84,22.88,16.78,36.59,16.71,99.9,16.7,Hines_RecordCrossing
4/23/21 8:00,0.31,30.32,63.06,95.32,16.72,83.5,13.9,Hines_MedicalDistrictDrive
4/23/21 8:00,2.56,23.16,15.71,36.83,17.1,99.9,17.1,Hines_RecordCrossing
4/23/21 9:00,0.39,28.06,66.95,104.01,17.24,83.5,14.4,Hines_MedicalDistrictDrive
4/23/21 9:00,6.97,19.84,18.06,45.97,17.62,99.9,17.6,Hines_RecordCrossing
4/23/21 10:00,0.84,30.23,67.88,105.77,17.84,83.5,15,Hines_MedicalDistrictDrive
4/23/21 10:00,6.74,20.72,21.14,55.75,17.98,99.9,18,Hines_RecordCrossing
4/23/21 11:00,1.56,29.97,57.94,94.2,19.58,83.5,16.7,Hines_MedicalDistrictDrive
4/23/21 11:00,6.98,22.91,19.67,50.1,20.27,99.9,20.3,Hines_RecordCrossing
4/23/21 12:00,0.29,34.17,64.85,98.26,20.56,83.5,17.7,Hines_MedicalDistrictDrive
4/23/21 12:00,4.67,24.97,16.72,40.59,20.83,99.9,20.8,Hines_RecordCrossing
4/23/21 12:00,14.04,23.97,19.58,34.4,21.69,72.7,16.6,Inwood_UTSW
4/23/21 13:00,0.27,32.71,61.59,93.76,22.4,83.5,19.5,Hines_MedicalDistrictDrive
4/23/21 13:00,6.28,23.92,14.8,34.85,22,99.9,22,Hines_RecordCrossing
4/23/21 13:00,12.29,25.58,17.42,29.64,22.14,73.6,17.2,Inwood_UTSW
4/23/21 14:00,1.46,33.99,67.14,95.81,19.92,83.5,17,Hines_MedicalDistrictDrive
4/23/21 14:00,10.03,22.97,15.4,32.83,19.96,99.9,19.9,Hines_RecordCrossing
4/23/21 14:00,13.8,24.81,17.54,28.68,19.8,79.8,16.2,Inwood_UTSW
4/23/21 15:00,3.33,27.7,65.61,91.97,19.79,83.5,16.9,Hines_MedicalDistrictDrive
4/23/21 15:00,11,18.91,11.99,24.3,19.92,99.9,19.9,Hines_RecordCrossing
4/23/21 15:00,15.33,20.62,13.32,23.18,19.82,79.8,16.2,Inwood_UTSW
4/23/21 16:00,1.55,25.67,68.74,93.94,21.96,83.5,19,Hines_MedicalDistrictDrive
4/23/21 16:00,14.41,15.11,22.65,47.21,22.16,99.9,22.1,Hines_RecordCrossing
4/23/21 16:00,18.98,16.33,21.98,34.82,22.54,79.8,18.9,Inwood_UTSW
4/23/21 17:00,4.23,28.87,35.57,66.85,22.15,83.5,19.2,Hines_MedicalDistrictDrive
4/23/21 17:00,8.04,24.21,11.91,23.08,22.35,99.9,22.3,Hines_RecordCrossing
4/23/21 17:00,15.67,22.96,11.17,18.69,22.62,79.8,18.9,Inwood_UTSW
4/23/21 18:00,2.03,27.93,39.92,71.31,20.62,83.5,17.7,Hines_MedicalDistrictDrive
4/23/21 18:00,4.46,22.29,11.1,22.33,20.92,99.9,20.9,Hines_RecordCrossing
4/23/21 18:00,14.58,20.66,11.56,18.94,21.03,79.8,17.4,Inwood_UTSW
4/23/21 19:00,0.88,27.01,33.45,64.25,20,83.5,17.1,Hines_MedicalDistrictDrive
4/23/21 19:00,2.23,21.31,6.14,8.9,20.3,99.9,20.3,Hines_RecordCrossing
4/23/21 19:00,12.19,19.9,6.07,12.92,20.12,79.8,16.5,Inwood_UTSW
4/23/21 20:00,0.93,23.56,34.57,61.42,20.27,83.5,17.4,Hines_MedicalDistrictDrive
4/23/21 20:00,1.18,18.41,8.12,10.77,20.68,99.9,20.7,Hines_RecordCrossing
4/23/21 20:00,13.2,16.31,8.48,14.14,20.44,79.8,16.8,Inwood_UTSW
4/23/21 21:00,0.05,27.86,28.38,56.74,20.58,83.5,17.7,Hines_MedicalDistrictDrive
4/23/21 21:00,1.44,18.03,5.07,4.98,20.45,99.9,20.4,Hines_RecordCrossing
4/23/21 21:00,12.2,17.25,5.95,10.68,20.19,79.8,16.6,Inwood_UTSW
4/23/21 22:00,0,30.48,26.47,55.12,19.81,83.5,16.9,Hines_MedicalDistrictDrive
4/23/21 22:00,1.82,20.38,3.28,1.91,19.81,99.9,19.8,Hines_RecordCrossing
4/23/21 22:00,11.23,19.25,4.18,8.11,19.49,79.8,15.9,Inwood_UTSW
4/23/21 23:00,0.03,28.51,23.52,50.97,19.65,83.5,16.8,Hines_MedicalDistrictDrive
4/23/21 23:00,0,19.62,4.16,2.5,19.8,99.9,19.8,Hines_RecordCrossing
4/23/21 23:00,9.62,17.35,4.45,7.15,19.74,79.8,16.1,Inwood_UTSW
4/24/21 0:00,0,30.29,27,54.26,19.86,83.5,17,Hines_MedicalDistrictDrive
4/24/21 0:00,0.18,20.17,3.93,2.35,19.98,99.9,20,Hines_RecordCrossing
4/24/21 0:00,8.51,19.14,3.59,6.95,19.84,79.8,16.2,Inwood_UTSW
4/24/21 1:00,2.01,43.21,24.24,56.61,14.58,83.5,11.8,Hines_MedicalDistrictDrive
4/24/21 1:00,4.99,33.62,2.2,3.05,14.65,99.9,14.6,Hines_RecordCrossing
4/24/21 1:00,5.31,34.93,2.07,6.84,14.76,79.8,11.3,Inwood_UTSW
4/24/21 2:00,0,54.13,17.85,54.07,14.73,83.5,12,Hines_MedicalDistrictDrive
4/24/21 2:00,2.55,39.33,0.56,0.84,14.7,99.9,14.7,Hines_RecordCrossing
4/24/21 2:00,1.96,41.98,0.45,5.86,14.78,79.8,11.3,Inwood_UTSW
4/24/21 3:00,0,51.4,17.47,54.47,15.23,83.5,12.5,Hines_MedicalDistrictDrive
4/24/21 3:00,2.1,37.69,0.21,0.38,15.07,99.9,15.1,Hines_RecordCrossing
4/24/21 3:00,3.57,38.73,0.36,6.41,15.11,79.8,11.6,Inwood_UTSW
4/24/21 4:00,0,43.6,24.13,59.82,14.23,83.5,11.5,Hines_MedicalDistrictDrive
4/24/21 4:00,4.61,33.15,2.2,4.27,14.54,99.9,14.5,Hines_RecordCrossing
4/24/21 4:00,6.44,32.45,1.98,8.98,14.36,79.8,10.9,Inwood_UTSW
4/24/21 5:00,0,39.17,33.01,63.8,14.94,83.5,12.2,Hines_MedicalDistrictDrive
4/24/21 5:00,3.93,27.76,4.49,6.96,14.79,99.9,14.8,Hines_RecordCrossing
4/24/21 5:00,7.46,26.77,4.07,10.7,14.76,79.8,11.3,Inwood_UTSW
4/24/21 6:00,0.01,35.02,56.78,74.49,14.29,83.5,11.5,Hines_MedicalDistrictDrive
4/24/21 6:00,1.42,27.25,9.21,13.11,14.5,99.9,14.5,Hines_RecordCrossing
4/24/21 6:00,8.8,24.16,8.21,15.11,14.15,79.8,10.7,Inwood_UTSW
4/24/21 7:00,0,31.29,67.12,82.45,14.01,83.5,11.3,Hines_MedicalDistrictDrive
4/24/21 7:00,2.39,22.42,12.64,20.09,14.12,99.9,14.1,Hines_RecordCrossing
4/24/21 7:00,11.1,18.7,13.45,21.6,13.61,79.8,10.2,Inwood_UTSW
4/24/21 8:00,0.81,25.99,40.41,67.55,17.81,83.5,15,Hines_MedicalDistrictDrive
4/24/21 8:00,3,19.64,7.04,11.25,14.85,99.9,14.8,Hines_RecordCrossing
4/24/21 8:00,13.7,14.35,8.45,16.23,15.51,79.8,12,Inwood_UTSW
4/24/21 9:00,0,27.15,24.26,56.77,18.78,82.1,15.7,Hines_MedicalDistrictDrive
4/24/21 9:00,1.54,20.09,2.3,2.4,16.8,99.9,16.8,Hines_RecordCrossing
4/24/21 9:00,10.56,17.81,2.52,7.62,17.64,77.2,13.6,Inwood_UTSW
4/24/21 10:00,0.42,34.79,14.47,51.28,21.12,73.6,16.2,Hines_MedicalDistrictDrive
4/24/21 10:00,1.62,25.97,0.02,0.02,18.83,95.7,18.1,Hines_RecordCrossing
4/24/21 10:00,8.01,24.71,0.07,3.47,20.34,68.2,14.3,Inwood_UTSW
4/24/21 11:00,0,39.45,13.38,50.4,23.42,64.8,16.4,Hines_MedicalDistrictDrive
4/24/21 11:00,3.19,29.7,0.01,0.04,20.73,90.9,19.2,Hines_RecordCrossing
4/24/21 11:00,7.88,28.12,0.01,2.65,20.92,62.5,13.5,Inwood_UTSW
4/24/21 12:00,0,41.23,14.59,49.9,23.29,63.8,16.1,Hines_MedicalDistrictDrive
4/24/21 12:00,4.36,30.39,0.48,0.39,20.95,87.6,18.8,Hines_RecordCrossing
4/24/21 12:00,6.78,29.93,0.09,3.16,21.7,57.8,13,Inwood_UTSW
4/24/21 13:00,0,43.03,19.86,52.33,22.47,63.9,15.3,Hines_MedicalDistrictDrive
4/24/21 13:00,3.52,32.89,2.68,2.64,21.58,83,18.6,Hines_RecordCrossing
4/24/21 13:00,6.66,31.28,1.91,5.79,23.36,53.4,13.3,Inwood_UTSW
4/24/21 14:00,0,44.07,24.5,53.89,24.46,57.4,15.5,Hines_MedicalDistrictDrive
4/24/21 14:00,2.79,33.69,4.65,5.6,21.78,81.3,18.4,Hines_RecordCrossing
4/24/21 14:00,5.76,33.74,3.25,7.36,22.87,52.3,12.6,Inwood_UTSW
4/24/21 15:00,0.19,45.58,26.54,55.65,25.71,54.8,15.9,Hines_MedicalDistrictDrive
4/24/21 15:00,2.67,34.85,5.71,7.13,22.3,73.6,17.4,Hines_RecordCrossing
4/24/21 15:00,5.31,35.18,3.91,7.98,24.2,48.6,12.7,Inwood_UTSW
4/24/21 16:00,0.02,49.45,20.82,51.84,25.24,56.6,16,Hines_MedicalDistrictDrive
4/24/21 16:00,4.45,37.34,3.42,3.09,21.27,78.9,17.5,Hines_RecordCrossing
4/24/21 16:00,5.82,37.98,1.97,5.46,23.66,50.9,12.9,Inwood_UTSW
4/24/21 17:00,0,45.9,16.33,48.41,24.81,56.4,15.6,Hines_MedicalDistrictDrive
4/24/21 17:00,2.76,35.85,1.78,0.39,20.85,76.7,16.6,Hines_RecordCrossing
4/24/21 17:00,4.8,36.52,0.77,3.55,24.59,46.8,12.5,Inwood_UTSW
4/24/21 18:00,0,42.7,31.04,54.81,20.88,65,14,Hines_MedicalDistrictDrive
4/24/21 18:00,1.08,32.8,7.53,8.83,19.66,85.2,17.1,Hines_RecordCrossing
4/24/21 18:00,4.46,32.99,5.58,8.87,20.35,57.1,11.6,Inwood_UTSW
4/24/21 19:00,0,38.24,41.47,60.65,19.81,69.7,14.1,Hines_MedicalDistrictDrive
4/24/21 19:00,0,30.2,10.4,13.73,19,89.3,17.2,Hines_RecordCrossing
4/24/21 19:00,4.42,29.53,9.56,12.87,19.33,61.4,11.7,Inwood_UTSW
4/24/21 20:00,0,39.67,25.3,52.12,18.63,70.5,13.2,Hines_MedicalDistrictDrive
4/24/21 20:00,0.06,28.48,4.53,3.5,18.86,86.8,16.6,Hines_RecordCrossing
4/24/21 20:00,5.09,28.62,4.36,7.44,18.64,60.5,10.8,Inwood_UTSW
4/24/21 21:00,0,39.36,21.28,50.13,18.17,71.1,12.8,Hines_MedicalDistrictDrive
4/24/21 21:00,0.01,29.19,3.43,1.76,18.3,88.7,16.4,Hines_RecordCrossing
4/24/21 21:00,4.64,29.4,2.75,5.84,18.19,62.5,10.9,Inwood_UTSW
4/24/21 22:00,0,39.33,21.75,50.47,17.77,73.7,13,Hines_MedicalDistrictDrive
4/24/21 22:00,0.02,28.77,3.11,1.13,17.85,90.3,16.2,Hines_RecordCrossing
4/24/21 22:00,4.83,28.46,2.94,6.3,17.63,64.5,10.9,Inwood_UTSW
4/24/21 23:00,0,33.63,24.92,52.67,17.2,75.8,12.9,Hines_MedicalDistrictDrive
4/24/21 23:00,0.02,26.15,4.14,3.23,17.04,92,15.7,Hines_RecordCrossing
4/24/21 23:00,5.83,26.34,3.53,7.09,16.67,69.2,11,Inwood_UTSW
4/25/21 0:00,0.01,25.37,28.54,55,16.78,76.8,12.7,Hines_MedicalDistrictDrive
4/25/21 0:00,2.47,17.93,4.58,5.85,16.15,95.7,15.5,Hines_RecordCrossing
4/25/21 0:00,12.22,15.59,5.98,10.03,15.37,74.1,10.8,Inwood_UTSW
4/25/21 1:00,1.84,16.41,34.35,60.44,16.01,79.8,12.5,Hines_MedicalDistrictDrive
4/25/21 1:00,2.55,11.92,6.71,10.23,15.38,98.2,15.1,Hines_RecordCrossing
4/25/21 1:00,18.21,3.99,6.7,10.95,14.81,76.9,10.8,Inwood_UTSW
4/25/21 2:00,1.89,13.46,38.85,62.25,15.52,80.8,12.2,Hines_MedicalDistrictDrive
4/25/21 2:00,0.98,13.21,6.44,7.98,14.96,99.8,14.9,Hines_RecordCrossing
4/25/21 2:00,19.06,0.61,8.55,13.36,13.94,79.8,10.5,Inwood_UTSW
4/25/21 3:00,3,10.2,40.54,61.93,14.5,83.5,11.7,Hines_MedicalDistrictDrive
4/25/21 3:00,7.38,3.01,7.84,10.69,14.24,99.9,14.2,Hines_RecordCrossing
4/25/21 3:00,17.42,0.74,9.52,14.03,13.35,79.8,9.9,Inwood_UTSW
4/25/21 4:00,11.34,1.57,47.94,69.06,14.32,83.5,11.6,Hines_MedicalDistrictDrive
4/25/21 4:00,11.24,0.8,9.23,13.79,14.59,99.9,14.6,Hines_RecordCrossing
4/25/21 4:00,18.05,0,11.66,17.52,12.88,79.8,9.5,Inwood_UTSW
4/25/21 5:00,16.62,0.38,51.08,72.27,14.07,83.5,11.3,Hines_MedicalDistrictDrive
4/25/21 5:00,19.89,0.81,9.7,14.28,14.12,99.9,14.1,Hines_RecordCrossing
4/25/21 5:00,19.9,0,14.05,21.19,13.45,79.8,10,Inwood_UTSW
4/25/21 6:00,6.78,11.29,46.1,64.77,13.42,83.5,10.7,Hines_MedicalDistrictDrive
4/25/21 6:00,16.17,4.6,7.47,9.51,14,99.9,14,Hines_RecordCrossing
4/25/21 6:00,21.15,2.99,11.45,16.36,13.93,79.8,10.5,Inwood_UTSW
4/25/21 7:00,3.16,14.64,56.34,69.71,14.17,83.5,11.4,Hines_MedicalDistrictDrive
4/25/21 7:00,7.12,12.86,7.22,8.32,14.03,99.9,14,Hines_RecordCrossing
4/25/21 7:00,20.15,3.81,15.5,20.5,13.07,79.8,9.6,Inwood_UTSW
4/25/21 8:00,0.3,21.67,42.87,62.1,18.2,78.3,14.4,Hines_MedicalDistrictDrive
4/25/21 8:00,2.37,16.62,5.99,6.24,15.7,99.9,15.7,Hines_RecordCrossing
4/25/21 8:00,18.97,4.59,12.89,17.36,15.21,79.7,11.7,Inwood_UTSW
4/25/21 9:00,0,23.71,34.07,57.21,16.93,80.6,13.6,Hines_MedicalDistrictDrive
4/25/21 9:00,2.8,13.72,5.47,5.32,18.03,96.2,17.4,Hines_RecordCrossing
4/25/21 9:00,15.09,9.09,7.73,11.41,17.39,74,12.7,Inwood_UTSW
4/25/21 10:00,0.28,30.99,17.87,48.51,19,76.8,14.8,Hines_MedicalDistrictDrive
4/25/21 10:00,1.2,22.01,2.88,2.09,20.21,90.3,18.6,Hines_RecordCrossing
4/25/21 10:00,10.68,19.32,2.5,5.96,19.41,67.6,13.3,Inwood_UTSW
4/25/21 11:00,0.36,36.63,13.57,46.58,21,70.9,15.5,Hines_MedicalDistrictDrive
4/25/21 11:00,1.85,27.83,1.65,0.85,21.8,83.6,18.9,Hines_RecordCrossing
4/25/21 11:00,8.41,27.62,0.69,3.72,22,57.6,13.2,Inwood_UTSW
4/25/21 12:00,0.54,43.47,13.83,46.59,23.6,64.6,16.5,Hines_MedicalDistrictDrive
4/25/21 12:00,5,32.3,2.1,1.48,24.56,74.2,19.7,Hines_RecordCrossing
4/25/21 12:00,7.17,33.43,0.56,3.34,23.08,55.4,13.6,Inwood_UTSW
4/25/21 13:00,0.39,50.16,15.61,48.91,24.97,59.3,16.5,Hines_MedicalDistrictDrive
4/25/21 13:00,8.7,36.01,2.43,2.72,25.62,69.1,19.5,Hines_RecordCrossing
4/25/21 13:00,6.31,39.21,0.72,4.04,24.37,49.6,13.1,Inwood_UTSW
